Date,Close
1/31/2007,100.00
2/28/2007,100.95
3/30/2007,101.55
4/30/2007,103.22
5/31/2007,105.15
6/29/2007,105.42
7/31/2007,104.12
8/31/2007,103.58
9/28/2007,106.12
10/31/2007,108.92
11/30/2007,106.88
12/31/2007,107.52
1/31/2008,104.65
2/29/2008,105.21
3/31/2008,102.32
4/30/2008,104.15
5/30/2008,106.02
6/30/2008,103.41
7/31/2008,101.05
8/29/2008,99.51
9/30/2008,92.85
10/31/2008,84.05
11/28/2008,82.11
12/31/2008,82.52
1/30/2009,83.15
2/27/2009,82.18
3/31/2009,83.05
4/30/2009,86.55
5/29/2009,89.22
6/30/2009,89.45
7/31/2009,92.55
8/31/2009,93.92
9/30/2009,96.85
10/30/2009,96.42
11/30/2009,98.05
12/31/2009,100.12
1/29/2010,99.85
2/26/2010,100.22
3/31/2010,102.55
4/30/2010,103.82
5/28/2010,100.12
6/30/2010,99.12
7/30/2010,101.88
8/31/2010,101.12
9/30/2010,104.55
10/29/2010,106.82
11/30/2010,106.65
12/31/2010,109.12
1/31/2011,109.85
2/28/2011,111.55
3/31/2011,111.42
4/29/2011,113.12
5/31/2011,111.88
6/30/2011,110.12
7/29/2011,108.55
8/31/2011,104.12
9/30/2011,100.15
10/31/2011,104.55
11/30/2011,103.82
12/30/2011,104.12
1/31/2012,106.85
2/29/2012,109.12
3/30/2012,110.22
4/30/2012,109.85
5/31/2012,106.55
6/29/2012,107.42
7/31/2012,108.85
8/31/2012,110.12
9/28/2012,111.82
10/31/2012,111.12
11/30/2012,111.85
12/31/2012,113.12
1/31/2013,115.55
2/28/2013,116.12
3/28/2013,118.22
4/30/2013,119.55
5/31/2013,121.12
6/28/2013,119.12
7/31/2013,121.55
8/30/2013,120.82
9/30/2013,122.55
10/31/2013,124.82
11/29/2013,126.12
12/31/2013,127.55
1/31/2014,126.85
2/28/2014,129.12
3/31/2014,129.55
4/30/2014,129.12
5/30/2014,131.22
6/30/2014,133.12
7/31/2014,131.55
8/29/2014,133.82
9/30/2014,132.12
10/31/2014,133.55
11/28/2014,134.82
12/31/2014,134.12
1/30/2015,134.55
2/27/2015,136.82
3/31/2015,137.12
4/30/2015,138.85
5/29/2015,139.12
6/30/2015,136.82
7/31/2015,137.12
8/31/2015,132.55
9/30/2015,128.82
10/30/2015,132.12
11/30/2015,132.85
12/31/2015,132.12
1/29/2016,128.12
2/29/2016,126.55
3/31/2016,129.85
4/29/2016,131.12
5/31/2016,132.82
6/30/2016,131.55
7/29/2016,134.82
8/31/2016,135.55
9/30/2016,136.82
10/31/2016,135.12
11/30/2016,137.55
12/30/2016,138.82
1/31/2017,140.55
2/28/2017,142.12
3/31/2017,143.12
4/28/2017,144.55
5/31/2017,145.12
6/30/2017,146.55
7/31/2017,148.82
8/31/2017,149.12
9/29/2017,151.12
10/31/2017,153.82
11/30/2017,154.55
12/29/2017,156.12
1/31/2018,159.85
2/28/2018,155.12
3/29/2018,154.82
4/30/2018,155.12
5/31/2018,157.12
6/29/2018,156.55
7/31/2018,158.12
8/31/2018,159.12
9/28/2018,160.12
10/31/2018,153.82
11/30/2018,154.12
12/31/2018,149.12
1/31/2019,154.55
2/28/2019,158.12
3/29/2019,159.85
4/30/2019,162.12
5/31/2019,158.82
6/28/2019,163.55
7/31/2019,164.12
8/30/2019,162.82
9/30/2019,161.85
10/31/2019,163.82
11/29/2019,166.12
12/31/2019,169.55
1/31/2020,170.85
2/28/2020,165.12
3/31/2020,154.12
4/30/2020,162.55
5/29/2020,166.12
6/30/2020,169.12
7/31/2020,174.12
8/31/2020,178.55
9/30/2020,176.12
10/30/2020,174.12
11/30/2020,186.12
12/31/2020,194.55
1/29/2021,195.82
2/26/2021,201.12
3/31/2021,204.55
4/30/2021,211.12
5/28/2021,212.82
6/30/2021,214.55
7/30/2021,212.12
8/31/2021,216.55
9/30/2021,213.12
10/29/2021,218.82
11/30/2021,215.12
12/31/2021,222.12
1/31/2022,217.55
2/28/2022,218.12
3/31/2022,220.55
4/29/2022,217.12
5/31/2022,216.12
6/30/2022,211.12
7/29/2022,216.12
8/31/2022,215.12
9/30/2022,209.12
10/31/2022,216.12
11/30/2022,221.12
12/30/2022,221.85
1/31/2023,228.12
2/28/2023,227.12
3/31/2023,229.85
4/28/2023,231.12
5/31/2023,229.12
6/30/2023,234.55
7/31/2023,238.12
8/31/2023,236.12
9/29/2023,232.12
10/31/2023,229.55
11/30/2023,238.12
12/29/2023,246.55
1/31/2024,247.12
2/29/2024,253.30
3/28/2024,261.50
4/30/2024,257.20
5/31/2024,265.18
6/28/2024,266.12
7/31/2024,269.85
8/30/2024,265.42
9/30/2024,272.32
10/31/2024,270.15
11/29/2024,276.55
12/31/2024,281.25
1/31/2025,283.98
2/28/2025,285.12
3/31/2025,288.45
4/30/2025,280.69
5/30/2025,286.32
6/30/2025,290.04
7/31/2025,294.12
8/29/2025,296.85
